['/article/42q601EUXZ2', '韩国海军突发舰上大规模新冠疫情：同一艘登陆舰33人确诊感染', '环球网', '2021-04-23  17:33']
['/article/42Xl5RkGH9j', '95岁老兵家的粮缸上，发现72年前“人民功臣”牌匾……', '央视军事', '2021-04-01  15:14']
['/article/42XkuAgM5Qr', '美国陆军采购全新多口径狙击步枪系统，取代经典“巴雷特”大狙', '环球网', '2021-04-01  15:09']
['/article/42XjOGzqymq', '法国准航母抵达印度首次参加美日印澳联合军演，印媒炒作：法舰之后还将两次穿航南海', '环球网', '2021-04-01  14:26']
['/article/42XihYA9bR7', '别眨眼！武警特战队员超燃反恐现场', '@央广军事', '2021-04-01  14:07']
['/article/42XhcVnXRWV', '海军护航编队直升机跨昼夜飞行训练', '@央视军事', '2021-04-01  13:37']
['/article/42Xg9GSvvQO', '时刻准备战斗！战机远程跨区机动转场', '中国军网', '2021-04-01  12:56']
['/article/42Xfu9ZsBWN', '第72集团军某旅女子无人机分队实战化训练掠影', '中国军网-解放军报', '2021-04-01  12:49']
['/article/42Xfu01tjk0', '特朗普禁令被正式推翻，美国国防部重新允许跨性别者加入美军', '环球网', '2021-04-01  12:49']
['/article/42Xc31C5Sw2', '外媒：俄即将试射最强大洲际导弹，可撕碎现有任何反导系统', '环球网', '2021-04-01  11:01']
['/article/42XbZt6QwKO', '美军布拉格堡基地失窃案越来越多，大批军事装备被人盗卖', '环球网', '2021-04-01  10:48']
['/article/42XaSshRiwi', '塔利班向美国特使强调：外国军队必须按照协议期限全面撤离阿富汗', '环球网', '2021-04-01  10:17']
['/article/42XaQYMYsmj', '瑞士军队修改几十年老规定，首次允许女军人穿女性内衣', '环球网', '2021-04-01  10:15']
['/article/42XZnkJ0H1l', '美媒：俄罗斯装甲大军正涌向俄乌边境，危机迫在眉睫', '环球网', '2021-04-01  09:58']
['/article/42XZku45unF', '因为一座大坝与埃塞俄比亚关系紧张，埃及与苏丹高调举行联合军演', '环球网', '2021-04-01  09:57']
['/article/42XZS1UkrPl', '北约战机一天10次升空伴飞俄战机', '@央视军事', '2021-04-01  09:48']
['/article/42XYeMCVGhR', '俄军总参谋长：俄白“西部-2021”战略演习将展示对联盟国家保护能力', '环球网', '2021-04-01  09:26']
['/article/42XY9UStpt9', '韩国决定到2028年再购36架攻击直升机，并造三艘宙斯盾驱逐舰', '环球网', '2021-04-01  09:12']
['/article/42X5XQkIhkB', '美海军将领称不需要小型航空母舰，两栖攻击舰配F-35B就够了', '环球网', '2021-03-31  19:51']
['/article/42WutSR7aq2', '烎烎烎！多视角看装甲步兵实弹射击', '@央视军事', '2021-03-31  14:53']
['/article/42Wuqvc1pM9', '才坠海失踪飞行员还未找到，台军F-5战机4月初将复飞，同基地军属痛批', '环球网', '2021-03-31  14:52']
['/article/42WtX9GKjMt', '第71集团军某防空旅开展心理抗压训练影像', '中新网', '2021-03-31  14:15']
['/article/42Wt4DpowSX', '台媒：台军证实增购美制“爱国者3”增程型导弹，2025年起分批交付', '环球网', '2021-03-31  14:02']
['/article/42WnpyrKggO', '丢掉G36步枪换装大单后，德国著名武器公司非法出口被德法院重罚', '环球网', '2021-03-31  11:36']
['/article/42WnQ7dcqPM', '杀鸡用牛刀？沙特F-15战机用上百万美元导弹击落胡塞武装廉价无人机', '环球网', '2021-03-31  11:24']
['/article/42WmM4kAe09', '美军少将：未来美军航母上无人机将比有人战机更多', '环球网', '2021-03-31  10:54']
['/article/42Wl1jalGzR', '神逻辑！美专家称三艘DDG1000配高超声速导弹即可威慑中国，因为容易被发现', '环球网', '2021-03-31  10:17']
['/article/42WkxnFg0cR', '什么操作？美军士兵持枪抢劫外卖小哥，抢了披萨还把人也给绑走', '环球网', '2021-03-31  10:15']
['/article/42Wjw26Rj8E', '值得警惕！美国第七舰队旗舰带日本神盾舰在东海演习，“展示团结”', '环球网', '2021-03-31  09:46']
['/article/42WiNtBzOfG', '瑞典报纸：发生军事冲突，为何俄罗斯将比北约更具优势', '环球网', '2021-03-31  09:03']
['/article/42WhuDOTAz2', '北约“秀实力”，称其战机一天之内10次升空拦截俄罗斯军机', '环球网', '2021-03-31  08:50']
['/article/42WgJVVEUdo', '关系紧张！北约战机一天内升空10次伴飞拦截俄战机', '中国新闻网', '2021-03-31  08:05']
['/article/42WfBnAX4ew', '孟缅边境恐怖组织宣称袭击缅甸政府军 造成约22人伤亡', '央视新闻客户端', '2021-03-31  07:34']
['/article/42WB8Sn9xA5', '简氏防务：日本关注大功率微波和激光武器，声称改变“反导游戏”', '环球网', '2021-03-30  17:32']
['/article/42WAtJDcTTD', '我赴黎维和建筑工兵分队顺利通过第一季度装备核查', '环球网', '2021-03-30  17:26']
['/article/42W3P9aVfVz', '前美军资深飞行员批评“F-35评论家”：这些人将美国和盟友置于危险之地', '环球网', '2021-03-30  13:56']
['/article/42Vy4F7Zu2T', '中俄反潜机同日现身日本周边，日本战斗机紧急升空', '环球网', '2021-03-30  11:27']
['/article/42VwMirUZCP', '俄军两架远程反潜机靠近阿拉斯加，美军反常未宣布紧急拦截', '环球网', '2021-03-30  10:39']
['/article/42VvhU6uosX', '美军要把“黑鹰”改造成无人机？已秘密完成自动飞行测试', '环球网', '2021-03-30  10:20']
['/article/42VuxqvgPjU', '印度洋上出现罕见一幕，俄制重型战斗机从美军航母边上飞过', '环球网', '2021-03-30  10:00']
['/article/42VtvQFc1Wz', '捷克空军战斗机座舱盖在飞行中脱落，秒变“敞篷机”', '环球网', '2021-03-30  09:31']
['/article/42VtXeiT6lY', '俄总统新闻秘书：今年的胜利日阅兵一定会举行', '环球网', '2021-03-30  09:20']
['/article/42VsaSA2TDg', '俄军图-160战略轰炸机巡航北欧海域，滞空飞行超过8小时', '环球网', '2021-03-30  08:53']
['/article/42VsCQfwbSo', '俄军舰在地中海举行防空演习，摧毁一架“假想敌”轰炸机', '环球网', '2021-03-30  08:42']
['/article/42Vp3spXExW', '俄图-142反潜巡逻机在中立海域完成长距离飞行 途中遭北约战机伴飞', '央视新闻客户端', '2021-03-30  07:15']
['/article/42VMO6gcsUE', '美媒：成千上万的美国士兵可能再次成为战俘', '环球网', '2021-03-29  17:52']
['/article/42VKT8kNcUF', '美海军收到最新型“战斧”导弹，射程2400公里反舰能力大增', '环球网', '2021-03-29  16:58']
['/article/42VJpYgc65N', '人民海军：官兵的衣柜里都有哪些“国产潮服”？均为PLA牌！', '人民海军', '2021-03-29  16:41']
['/article/42VJgKLcNRp', '\u200b俄太平洋舰队在日本海举行实弹射击演习', '央视新闻客户端', '2021-03-29  16:36']
['/article/42VJ0rMOiHv', '驻叙俄军出动米-35武装直升机为运输机护航', '环球网', '2021-03-29  16:18']
['/article/42VIrYa3bUo', '俄军在远东开展大规模演习 出动1.2万兵力和3000多件装备', '环球网', '2021-03-29  16:13']
['/article/42VIYJmu4fj', '5：0击败人类飞行员后，美国军方计划2023年实现AI驾驶真飞机空战', '环球网', '2021-03-29  16:05']
['/article/42VFRm02rp6', '阿富汗塔利班警告：外国部队若不如期撤离将遭袭击', '@央广军事', '2021-03-29  14:38']
['/article/42VFECFA5e7', '还不想走？美情报机构为驻阿美军推迟撤出找借口', '@央视军事', '2021-03-29  14:32']
['/article/42VF09LydQL', '印媒：印度空军正面临双重打击，购买“阵风”战斗机也于事无补', '环球网', '2021-03-29  14:25']
['/article/42V8LzGBUJe', '场面震撼！俄三艘核潜艇首次同时在北极破冰而出', '澎湃新闻', '2021-03-29  11:19']
['/article/42V8DZxiJKS', '沙特“龙卷风”战机赴巴基斯坦参加多国空军演习，将与“枭龙”对阵', '环球网', '2021-03-29  11:16']
['/article/42V6OH59I2l', '南海砺兵，硝烟弥漫战味浓', '南部战区', '2021-03-29  10:24']
['/article/42V5EcIHzhF', '美印在东印度洋举行海上联合军演，印媒硬扯上中国', '环球网', '2021-03-29  09:52']
['/article/42V4aXbq61A', '美军10天内连续两次摔机，一架海军T-45C教练机坠毁', '环球网', '2021-03-29  09:34']
['/article/42V4SlPbbhd', '印韩防长同意扩大防务合作，韩国官员称未讨论“四方安全对话”问题', '环球网', '2021-03-29  09:30']
['/article/42V4Cf4oLLh', '法国准备向乌克兰提供“阵风”战斗机，取代米格-29', '环球网', '2021-03-29  09:23']
['/article/42V3gE1mpDL', '德媒爆料：德国新型潜艇配备俄罗斯研发的导航设备', '环球网', '2021-03-29  09:09']
['/article/42V2w1mx3TW', '俄海军揭秘被西方称为“大洋黑洞”的新型潜艇：采用独特发动机设计', '环球网', '2021-03-29  08:48']
['/article/42UcFkhPtTT', '过急弯陡坡、靶区射击……快来围观装甲兵“驾考”现场', '央视新闻客户端', '2021-03-28  20:21']
['/article/42UPoQ5e3LV', '烎！新型武装直升机高原实弹射击训练', '央视军事', '2021-03-28  14:33']
['/article/42ThPrbejQ2', '狠起来连自己都炸！美军一架F-35B击中自己', '央视军事', '2021-03-27  17:50']
['/article/42ThKqtqTZe', '美陆军发布白皮书，即将转型 专家：剑指印太', '央视军事', '2021-03-27  17:48']
['/article/42TeYVBlYew', '巴基斯坦成功试射“沙欣-1A”导弹 导弹射程900公里', '@央视军事', '2021-03-27  16:30']
['/article/42TUIcxoLIf', '专家解读：美海军为何要买120架黑翼无人机', '@央视军事', '2021-03-27  11:43']
['/article/42TTNA4bZzf', '海军舰艇编队南海实战化训练', '央广军事', '2021-03-27  11:17']
['/article/42TSsFOdpjY', '巴基斯坦国庆日阅兵，“枭龙”亮相！', '央视军事', '2021-03-27  11:03']
['/article/42TOxBqrohN', '加油！运输直升机飞行员挑战武装机', '@央视军事', '2021-03-27  09:14']
['/article/42TOlzRvHku', '见过大世面！空降犬叮当的日常Vlog', '@央广军事', '2021-03-27  09:08']
['/article/42SqhWAD920', '俄防长：S-300、S-400等可靠保护从楚科奇海到日本海的俄远东边界', '环球网', '2021-03-26  17:15']
['/article/42SpXbL9Zma', '什么意图？印度军方下单购买近5000枚反坦克导弹', '环球网', '2021-03-26  16:42']
['/article/42SoY7epbht', '外媒：阿尔及利亚购买300辆俄制BMPT火力支援战车', '环球网', '2021-03-26  16:15']
['/article/42SoRouhdvk', 'F-35上舰梦碎后土耳其脑洞大开：把国产航母改成无人机航母', '环球网', '2021-03-26  16:12']
['/article/42SnqlYenOc', '土耳其海军将迎来第一艘AIP潜艇，技术性能终于追平希腊', '环球网', '2021-03-26  15:55']
['/article/42SlkWjZSIU', '印度将在下周接收3架阵风战斗机，装备总数将达14架', '环球网', '2021-03-26  14:56']
['/article/42SlbRgM56d', '烎！这个旅实弹射击火力十足', '南部战区', '2021-03-26  14:52']
['/article/42SjmMatf65', '美国特战司令部针对中国新成立一支特遣部队，要搞“非常规战争”', '环球网', '2021-03-26  14:01']
['/article/42SiXteyOKQ', '一枪毙“敌”！驻港女兵挑战大口径狙击步枪', '央视军事', '2021-03-26  13:27']
['/article/42Se2UiqxU0', '美军想给“万吨大驱”装高超音速导弹，美专家添油加醋：可以派到南海搞事', '环球网', '2021-03-26  11:21']
['/article/42SdES9Lg3T', '东部战区海军某驱逐舰支队实战化海上练兵', '中国军网', '2021-03-26  10:58']
['/article/42Sc7eeXQQT', '英军隐身巡航导弹被曝在伊拉克坠毁，此前宣称“准确命中”', '环球网', '2021-03-26  10:27']
['/article/42SbvaWRnzL', '美国陆军装甲兵学校接收最新型M1A2 SEPv3坦克，号称能打低空飞行目标', '环球网', '2021-03-26  10:21']
['/article/42Sb2wUIE3l', '一名美军士兵跳伞后挂到树上，被发现时已经昏迷情况危急', '环球网', '2021-03-26  09:57']
['/article/42SZLhplZe5', '拜登：美军难做到按照与塔利班协议，在5月初之前从阿富汗撤出', '环球网', '2021-03-26  09:09']
['/article/42SYMYKx2Fy', '以色列货船在阿拉伯海遭伊朗导弹攻击继续行驶？伊朗媒体：以媒没有提供证据', '环球网', '2021-03-26  08:42']
['/article/42SV4ON47qk', '\u200b俄罗斯一架卡-32直升飞机硬着陆致1人死亡', '央视新闻客户端', '2021-03-26  07:10']
['/article/42S71eL1bmm', '致敬！89岁航天老兵交上30万元“特殊党费”', '环球网', '2021-03-25  19:57']
['/article/42S0dE4KK6y', '俄展示新型远程无人机精确打击能力：用导弹摧毁地面一架教练机', '环球网', '2021-03-25  16:58']
['/article/42Rya4fycjj', '印度一辆军车突然倾覆起火：3名士兵当场死亡，另5人受伤', '环球网', '2021-03-25  16:00']
['/article/42RyLyyDNMx', '美军又想出对付中俄新招数，要重点打造“全域作战部队”', '环球网', '2021-03-25  15:54']
['/article/42RxsnooGDk', '国防部：有关国家不要在南海无事生非、制造麻烦', '国防部发布', '2021-03-25  15:41']
['/article/42Rvt0lK4Vf', '巴基斯坦在首都举行国庆阅兵，中国造VT-4主战坦克亮相', '环球网', '2021-03-25  14:45']
['/article/42RuwgpY3fm', '震撼！人民海军出航夺目', '@央广军事', '2021-03-25  14:18']
['/article/42RsxJXZnoj', '青海湖舰连续多日开展海上实战化训练 碧海深处练补给', '中新网', '2021-03-25  13:23']
['/article/42Rs298ipBZ', '五角大楼发现30多国伙伴在阿富汗免费乘坐美军直升机，不知该收多少钱', '环球网', '2021-03-25  12:57']
['/article/42RoXBhBD7N', '希腊提出购买4艘新型护卫舰，法国给出大优惠：买4艘送2艘', '环球网', '2021-03-25  11:19']
['/article/42RnmllTn5P', '三分之一美军明确拒绝新冠疫苗，一群美国议员呼吁全员强制接种', '环球网', '2021-03-25  10:58']
['/article/42Rnj9Bvuea', '俄媒：俄军舰将在巴伦支海试射“锆石”高超音速导弹', '环球网', '2021-03-25  10:56']
['/article/42RnPIJgGCP', '美军着手打造微型核反应堆，可通过车辆运输机动部署', '环球网', '2021-03-25  10:47']
['/article/42RmqXhSVOn', '狠起来连自己都打？美军F-35战机机炮开火却打伤自己', '环球网', '2021-03-25  10:32']
['/article/42RlpYpADGN', '外媒：尼日利亚收到首架JF-17战斗机，巴基斯坦军用大运送货上门', '环球网', '2021-03-25  10:03']
